feed_rate,grinder_type,duty_cycle,unit_cost,score
128.63284,2.0,0.6563182,142.81766,-5.369781e-05
84.941315,2.0,0.10086426,59.585323,0.016432066
184.89267,1.0,1.0,140.93721,-3.469627e-05
129.91638,0.0,1.0,141.38773,-3.522226e-05
193.5091,0.0,1.0,140.59091,-3.5421886e-05
227.68858,1.0,1.0,142.0328,-3.4147008e-05
370.75842,2.0,0.476748,57.71835,0.01696358
90.6391,0.0,1.0,142.43842,-3.4962446e-05
318.045,1.0,1.0,141.60199,-6.9531256e-05
177.73483,1.0,1.0,142.4587,-3.4044926e-05
439.97427,2.0,0.4761835,59.118927,0.016494716
481.80377,1.0,1.0,131.62051,0.00066261465
99.71985,2.0,0.40438727,60.61352,0.016087994
321.82822,0.0,1.0,139.15208,-3.059938e-06
316.3201,2.0,0.4499575,57.79802,0.016940199
382.33896,2.0,0.64355016,140.16743,-4.83215e-05
114.99625,1.0,1.0,143.5177,-3.3793713e-05
155.24585,2.0,0.80888224,142.61261,-5.571746e-05
221.88768,0.0,1.0,140.38268,-3.5472738e-05
319.6964,2.0,0.6566511,141.647,-4.1025873e-05
438.0054,2.0,0.7839624,141.76085,-5.5934575e-05
430.1145,0.0,1.0,80.459114,0.008782103
243.96213,1.0,1.0,141.93175,-3.417132e-05
53.201904,2.0,0.13327748,61.09949,0.016024847
464.90088,2.0,0.77425164,140.24176,-5.6875866e-05
222.64468,0.0,1.0,141.84253,-3.482566e-05
330.4855,1.0,1.0,141.56044,-6.949028e-05
284.86218,0.0,1.0,140.02383,-6.7381276e-05
335.95386,0.0,1.0,139.42122,9.933584e-05
139.23895,2.0,0.3329355,58.612225,0.016704876
432.90378,2.0,0.9562082,141.85646,-2.0795651e-05
130.8472,0.0,1.0,142.77213,-3.4600558e-05
403.4328,0.0,1.0,101.80603,0.004409889
97.45135,0.0,1.0,142.19548,-3.502218e-05
468.85364,1.0,1.0,134.84091,0.0003623428
462.67303,1.0,1.0,135.96,0.00026160412
367.88797,2.0,0.95345086,141.94983,-2.078197e-05
456.3625,0.0,1.0,69.51605,0.012274997
381.17035,0.0,1.0,122.08348,0.0018142335
366.25406,1.0,1.0,139.94183,-6.91439e-05
372.81787,1.0,1.0,141.4148,-6.727429e-05
377.79388,1.0,1.0,141.39139,-6.633702e-05
268.92255,0.0,1.0,141.60432,-6.932443e-05
290.9355,0.0,1.0,139.96988,-6.4739186e-05
499.7764,2.0,0.60440856,140.19908,4.1193376e-05
274.88177,0.0,1.0,141.57262,-6.866451e-05
125.71564,2.0,0.53210944,60.338642,0.013043877
469.2922,2.0,0.84270895,140.26256,-2.1313335e-05
269.85452,0.0,1.0,141.59956,-6.924308e-05
197.27943,1.0,1.0,142.26637,-3.4090946e-05
196.72562,1.0,1.0,140.81847,-3.472553e-05
453.91095,2.0,0.29049927,57.51881,0.01702243
281.69427,2.0,0.33032143,59.342655,0.01643253
168.1836,2.0,0.630429,140.90656,-4.850065e-05
258.57147,2.0,0.5177299,59.45489,0.013237765
499.95746,1.0,1.0,124.66293,0.0013660069
104.731445,1.0,1.0,143.81172,-3.372462e-05
212.4114,2.0,0.17659435,59.4815,0.016394174
72.45898,0.0,1.0,143.31038,-3.474972e-05
302.9466,2.0,0.52049196,59.378963,0.013254693
318.15063,2.0,0.64230365,141.53825,-3.3648477e-05
283.039,2.0,0.27894467,59.311855,0.016441064
459.96997,2.0,0.59721553,59.15396,0.013305108
160.72243,0.0,1.0,142.35306,-3.4702418e-05
143.35449,1.0,1.0,142.92421,-3.3934037e-05
293.84473,1.0,1.0,141.69165,-3.4228004e-05
432.61316,2.0,0.31795216,57.556973,0.017011143
52.874607,2.0,0.57936585,61.356003,0.012892134
62.933403,1.0,1.0,145.99957,-3.3219243e-05
156.10135,0.0,1.0,142.40738,-3.468918e-05
363.8336,2.0,0.13613398,57.582146,0.017003708
192.50566,0.0,1.0,140.59941,-3.5419747e-05
126.881905,2.0,0.5035635,58.906258,0.013428284
464.62708,1.0,1.0,135.63174,0.00029095865
50.293655,1.0,1.0,146.22047,-3.3442622e-05
297.8393,1.0,1.0,141.67589,-3.423099e-05
225.40865,1.0,1.0,142.04814,-3.414332e-05
307.97754,1.0,1.0,141.63766,-3.4236968e-05
137.70242,1.0,1.0,143.023,-3.3910597e-05
484.3908,1.0,1.0,130.81403,0.0007402362
289.55,1.0,1.0,141.70908,-3.4224202e-05
151.36716,2.0,0.8836112,142.70226,-2.0672149e-05
123.131325,1.0,1.0,143.31947,-3.3840446e-05
213.94719,0.0,1.0,140.43541,-3.5460685e-05
177.4141,0.0,1.0,142.18037,-3.4744568e-05
154.37683,2.0,0.2815362,59.878864,0.016285378
310.8429,2.0,0.8429518,140.50346,-2.1277297e-05
257.544,1.0,1.0,140.38031,-3.4833913e-05
109.14314,2.0,0.6070857,142.94919,-4.5202793e-05
83.755554,0.0,1.0,144.03975,-3.4296056e-05
192.08109,2.0,0.86197424,142.40344,-2.0714784e-05
412.17035,1.0,1.0,139.52878,-4.339864e-05
208.1474,1.0,1.0,140.71667,-3.475065e-05
290.18958,0.0,1.0,141.46289,-6.4194544e-05
374.4896,0.0,1.0,126.57127,0.0013240216
307.96198,1.0,1.0,141.63774,-3.423695e-05
209.25142,1.0,1.0,140.70741,-3.4752935e-05
153.1912,1.0,1.0,142.76968,-3.3970766e-05
449.965,1.0,1.0,137.6071,0.0001169259
355.17575,0.0,1.0,133.93271,0.00045994154
358.2789,2.0,0.43424565,59.20499,0.01647074
439.26773,2.0,0.52223736,57.632492,0.013725069
195.36601,2.0,0.6305641,140.47615,-3.3651726e-05
57.4855,0.0,1.0,144.44275,-3.44773e-05
429.20575,1.0,1.0,140.5275,-2.64125e-06
222.80411,0.0,1.0,141.84158,-3.4825895e-05
426.28537,0.0,1.0,83.029655,0.008136662
230.45679,2.0,0.73392165,140.7005,-5.6448756e-05
276.95752,1.0,1.0,140.28099,-3.4858578e-05
445.86627,0.0,1.0,73.48637,0.010963344
422.55283,1.0,1.0,139.265,-2.2647522e-05
174.60056,0.0,1.0,142.20715,-3.4738023e-05
423.05783,0.0,1.0,85.34964,0.0075874673
398.9797,1.0,1.0,139.72832,-5.7944777e-05
462.29663,0.0,1.0,66.24312,0.013253515
296.4223,1.0,1.0,140.19441,-3.487844e-05
141.42505,1.0,1.0,142.95705,-3.3926244e-05
278.04346,1.0,1.0,141.75842,-3.4213106e-05
72.56709,2.0,0.86244047,142.86176,-2.0929056e-05
212.34163,2.0,0.12704273,57.99857,0.016881622
361.98502,1.0,1.0,139.9583,-6.953758e-05
101.12485,2.0,0.9166586,143.47401,-2.0561198e-05
483.96613,2.0,0.8732432,141.78447,-2.0805217e-05
112.93349,1.0,1.0,143.5725,-3.3780812e-05
373.60934,1.0,1.0,139.91031,-6.813985e-05
396.9574,0.0,1.0,107.615295,0.0035202496
349.64587,0.0,1.0,135.46973,0.0003187235
255.38571,1.0,1.0,141.8685,-3.4186556e-05
126.00823,0.0,1.0,142.85869,-3.4579592e-05
257.59027,2.0,0.25606072,57.86465,0.016920691
277.93475,1.0,1.0,140.27637,-3.4859728e-05
340.46265,1.0,1.0,140.03267,-7.041246e-05
349.74286,2.0,0.18569574,57.62152,0.016992088
273.74548,0.0,1.0,141.57892,-6.881963e-05
50.528885,2.0,0.34258395,61.456615,0.015931726
267.62805,2.0,0.8275931,140.62253,-2.1259284e-05
345.73383,0.0,1.0,137.84279,0.00023626849
219.51782,2.0,0.8321292,140.76595,-5.673242e-05
130.4093,2.0,0.4078045,58.793907,0.016653255
168.07928,1.0,1.0,141.13469,-3.4647725e-05
429.51352,1.0,1.0,139.00641,-1.5970624e-06
353.69977,2.0,0.6837754,140.28061,-5.3087006e-05
52.954994,1.0,1.0,145.85573,-3.3526252e-05
192.29924,0.0,1.0,142.05165,-3.4776047e-05
486.2878,1.0,1.0,130.18498,0.000801466
304.56323,1.0,1.0,140.16145,-3.4884564e-05
366.50888,0.0,1.0,129.4583,0.00089137757
235.9669,2.0,0.7128602,142.10493,-5.4595355e-05
404.29492,0.0,1.0,102.53661,0.0044517247
134.51875,2.0,0.4920991,58.76218,0.016662246
238.29109,0.0,1.0,141.75523,-7.0091555e-05
442.87787,2.0,0.46844006,57.62829,0.016990092
351.5408,0.0,1.0,134.98482,0.00036288917
184.80997,0.0,1.0,140.66756,-3.5402587e-05
94.99075,2.0,0.9353237,142.15031,-2.1034055e-05
454.25665,0.0,1.0,70.21955,0.012031823
83.180664,0.0,1.0,144.06407,-3.4290264e-05
346.72018,1.0,1.0,140.01167,-7.0282396e-05
85.960175,1.0,1.0,144.5311,-3.355676e-05
465.4017,0.0,1.0,65.43893,0.013564211
331.45706,0.0,1.0,139.91791,5.7238678e-05
258.16943,2.0,0.7108339,142.01704,-5.41073e-05
481.06274,2.0,0.88085693,141.7957,-2.0804067e-05
281.6242,0.0,1.0,141.5313,-6.735503e-05
297.10278,1.0,1.0,141.67877,-3.4230703e-05
327.0289,1.0,1.0,141.57175,-6.950878e-05
227.99806,2.0,0.39694262,59.531372,0.016380439
166.5033,0.0,1.0,140.85495,-3.535549e-05
420.9677,1.0,1.0,139.31358,-2.6540118e-05
313.78864,0.0,1.0,139.51718,-3.2535165e-05
428.45346,2.0,0.9664825,140.36728,-2.1301243e-05
217.6403,2.0,0.47718176,59.583065,0.016366225
359.3867,1.0,1.0,141.46667,-6.8709625e-05
483.11664,1.0,1.0,131.21854,0.00070118014
388.61597,2.0,0.14293182,57.53973,0.017016243
119.242584,0.0,1.0,142.99153,-3.454747e-05
284.192,1.0,1.0,140.24742,-3.48665e-05
99.35718,2.0,0.62400043,142.59662,-1.3459052e-05
272.20886,2.0,0.6319337,141.69801,-3.6576115e-05
266.58185,0.0,1.0,140.13661,-7.0515765e-05
68.839066,0.0,1.0,143.53899,-3.4694374e-05
211.56958,0.0,1.0,140.45197,-3.5456505e-05
69.57545,1.0,1.0,145.47624,-3.3338747e-05
435.7795,0.0,1.0,77.02647,0.009711075
160.62448,1.0,1.0,141.23547,-3.4623e-05
388.05206,2.0,0.83555835,141.86537,-2.079038e-05
274.04956,1.0,1.0,141.77647,-3.4208744e-05
139.58922,0.0,1.0,141.21971,-3.5264165e-05
485.6323,1.0,1.0,130.40598,0.0007798853
220.91151,0.0,1.0,141.85294,-3.4823523e-05
333.19272,2.0,0.5697525,59.31847,0.013268208
61.91427,2.0,0.9153771,143.56332,-2.0827028e-05
364.033,2.0,0.61253226,139.88672,-2.8137325e-05
448.4791,0.0,1.0,70.875015,0.011600364
353.3556,2.0,0.51740944,57.76176,0.0136943525
433.77448,0.0,1.0,79.69925,0.009172266
409.84598,2.0,0.14900176,59.017067,0.016523186
437.79416,2.0,0.9962672,140.3508,-2.1303744e-05
424.8644,2.0,0.20253614,59.030556,0.01651941
347.51086,0.0,1.0,135.96791,0.00027372557
348.5937,0.0,1.0,135.72142,0.00029594178
224.25987,1.0,1.0,142.05598,-3.4141438e-05
220.12659,0.0,1.0,140.39406,-3.5470286e-05
305.33795,1.0,1.0,140.15839,-3.488491e-05
112.15227,2.0,0.7296487,141.71436,-5.6193447e-05
228.44969,1.0,1.0,140.56082,-3.478918e-05
134.68063,0.0,1.0,141.30197,-3.5243636e-05
201.58986,1.0,1.0,142.22899,-3.4099907e-05
387.71606,1.0,1.0,139.82953,-6.43007e-05
471.48648,2.0,0.12851301,58.94154,0.016544359
393.50293,0.0,1.0,112.158325,0.0030383717
334.38745,1.0,1.0,140.05313,-7.048719e-05
348.4486,0.0,1.0,137.25226,0.0002885388
209.39972,2.0,0.54697144,59.677673,0.013188347
66.79868,1.0,1.0,144.42728,-3.3857843e-05
385.75226,0.0,1.0,117.10871,0.0022566223
253.51048,2.0,0.3719807,59.41631,0.01641216
456.0622,1.0,1.0,138.42453,0.00017462071
282.983,0.0,1.0,140.03807,-6.796997e-05
348.385,0.0,1.0,137.26698,0.00028722855
436.4436,0.0,1.0,78.16159,0.0095891
337.2473,1.0,1.0,141.53865,-6.9430454e-05
130.5032,2.0,0.8081315,141.48535,-2.1129637e-05
182.25684,1.0,1.0,140.96576,-3.4689245e-05
287.1233,1.0,1.0,140.23431,-3.486976e-05
435.86588,2.0,0.9925234,141.86385,-2.0794569e-05
265.03125,2.0,0.24974036,57.864193,0.016920827
223.37433,1.0,1.0,140.5971,-3.47802e-05
124.475876,2.0,0.2711997,60.229694,0.01619052
63.92719,2.0,0.4600588,60.66209,0.016140392
475.7303,2.0,0.34808132,57.520535,0.01702192
226.76996,0.0,1.0,140.35208,-3.5478777e-05
150.85258,0.0,1.0,141.05122,-3.5306293e-05
258.36145,2.0,0.50086015,57.971333,0.013644845
259.91632,2.0,0.8595818,140.62361,-2.1258105e-05
441.3262,2.0,0.13998473,58.9875,0.01653147
74.79004,0.0,1.0,144.46198,-3.419582e-05
354.5325,0.0,1.0,134.13113,0.00044150968
276.31824,0.0,1.0,140.08228,-6.9448375e-05
232.94637,1.0,1.0,140.52998,-3.4796816e-05
331.1356,0.0,1.0,139.94897,5.4624077e-05
346.47214,2.0,0.53778815,59.293865,0.013273715
233.40536,1.0,1.0,141.9957,-3.415593e-05
180.72534,1.0,1.0,142.42656,-3.4052606e-05
204.03685,2.0,0.32908404,58.159096,0.016835026
320.25635,2.0,0.59533083,57.891197,0.013663733
463.6523,2.0,0.73375845,140.22194,-5.658028e-05
430.54605,0.0,1.0,80.182014,0.008854149
226.92888,0.0,1.0,141.81749,-3.483015e-05
364.62515,1.0,1.0,139.94824,-6.9307534e-05
450.64536,2.0,0.4966289,59.131268,0.016491273
151.10435,0.0,1.0,142.46988,-3.467396e-05
147.12033,0.0,1.0,142.52277,-3.4661098e-05
156.14563,0.0,1.0,142.40685,-3.468931e-05
440.21268,1.0,1.0,139.93028,4.6589073e-05
451.41943,0.0,1.0,71.23821,0.011688183
413.28802,1.0,1.0,139.50589,-4.1645388e-05
428.29752,1.0,1.0,140.56526,-5.703768e-06
246.13829,2.0,0.67541283,142.07237,-5.3917465e-05
341.54962,1.0,1.0,140.02902,-7.039409e-05
204.3168,1.0,1.0,140.74954,-3.4742538e-05
206.73328,0.0,1.0,140.4868,-3.5448138e-05
73.40434,2.0,0.3739175,60.077705,0.016297393
382.4552,2.0,0.60711205,139.78572,-2.3222365e-05
265.05957,2.0,0.2564674,57.867245,0.016919935
388.1018,0.0,1.0,116.72282,0.0024494717
323.41373,1.0,1.0,140.09113,-7.054803e-05
256.51923,0.0,1.0,140.18823,-7.094467e-05
471.27,2.0,0.752318,140.21123,-5.666884e-05
451.27087,1.0,1.0,138.9822,0.00012670267
91.62915,2.0,0.7282621,142.1639,-5.6089455e-05
218.77878,1.0,1.0,142.09453,-3.4132176e-05
73.242355,2.0,0.7147544,142.75049,-5.5785575e-05
87.72505,2.0,0.85427606,143.69922,-2.0528973e-05
195.01456,0.0,1.0,142.0303,-3.478128e-05
117.56866,1.0,1.0,143.45206,-3.3809174e-05
82.41437,1.0,1.0,144.70375,-3.3516724e-05
422.93973,2.0,0.4961262,57.665413,0.016979154
99.35411,1.0,1.0,142.63683,-3.4282843e-05
134.78441,0.0,1.0,142.70627,-3.4616525e-05
83.82655,0.0,1.0,142.72086,-3.489326e-05
241.86154,1.0,1.0,141.94403,-3.4168366e-05
270.87872,0.0,1.0,140.11359,-7.015799e-05
163.70801,0.0,1.0,142.31958,-3.471058e-05
135.6144,0.0,1.0,141.28586,-3.5247656e-05
116.61718,0.0,1.0,141.66425,-3.5153513e-05
285.17334,2.0,0.5860172,59.447548,0.0132393995
352.30136,2.0,0.57675755,59.29067,0.013274429
400.9836,1.0,1.0,141.2095,-5.551019e-05
57.39983,1.0,1.0,145.322,-3.3649383e-05
325.5647,2.0,0.6094205,141.40276,-2.454558e-05
92.12495,1.0,1.0,142.92511,-3.4213692e-05
305.41153,2.0,0.17592993,59.2055,0.016470598
325.6591,1.0,1.0,140.08319,-7.054024e-05
291.83783,2.0,0.42670545,59.341194,0.016432934
470.58838,2.0,0.64598095,141.47131,-4.192558e-05
179.94572,1.0,1.0,142.43483,-3.405063e-05
387.16388,2.0,0.62422556,139.92339,-3.3282977e-05
361.59296,0.0,1.0,131.63792,0.00067739317
161.90782,1.0,1.0,142.64842,-3.399964e-05
179.1452,0.0,1.0,140.72144,-3.5389035e-05
116.881165,1.0,1.0,142.08592,-3.4415767e-05
121.84113,1.0,1.0,143.34915,-3.3833443e-05
347.39975,2.0,0.7725766,140.40166,-5.6815166e-05
350.11353,1.0,1.0,141.49759,-6.915684e-05
97.511284,2.0,0.68876594,143.26482,-5.2886557e-05
312.56796,0.0,1.0,139.55907,-3.5816814e-05
330.28452,2.0,0.18956798,59.153805,0.01648499
135.9285,1.0,1.0,143.0557,-3.390285e-05
272.70593,2.0,0.121370085,57.76545,0.01694975
265.4733,0.0,1.0,141.62155,-6.956951e-05
163.07355,0.0,1.0,142.3266,-3.4708868e-05
347.6424,1.0,1.0,140.00858,-7.025701e-05
420.3617,2.0,0.4969671,59.1801,0.016477665
499.15747,0.0,1.0,60.245728,0.015767017
184.88359,0.0,1.0,140.66687,-3.540276e-05
239.26476,1.0,1.0,140.48859,-3.4807064e-05
305.02808,0.0,1.0,139.76088,-5.1074752e-05
471.18048,2.0,0.48578215,57.593876,0.017000243
239.51103,1.0,1.0,141.95804,-3.4164994e-05
101.98233,0.0,1.0,143.41025,-3.44466e-05
311.9003,1.0,1.0,141.6235,-3.423753e-05
108.04532,0.0,1.0,141.87854,-3.5100413e-05
320.1774,0.0,1.0,140.73363,-1.0245139e-05
69.507805,0.0,1.0,144.76172,-3.4125012e-05
371.6433,2.0,0.5256305,57.737858,0.013700021
223.96866,1.0,1.0,142.05798,-3.4140958e-05
